Lats,Longs
47.33770915,-130.7409908
47.33672554,-130.7387395
47.33623435,-130.7376137
47.33469846,-130.7340884
47.33442733,-130.7334656
47.33388515,-130.7322192
47.33361429,-130.731596
47.33253096,-130.7291017
47.33226042,-130.7284783
47.33171951,-130.7272309
47.33144936,-130.7266074
47.32928732,-130.721614
47.32901747,-130.7209903
47.32847777,-130.7197419
47.32820814,-130.7191177
47.32712968,-130.7166192
47.32686035,-130.7159947
47.32632186,-130.7147452
47.3260529,-130.7141206
47.32413087,-130.7096538
47.32391365,-130.7091487
47.32347916,-130.7081376
47.32326207,-130.7076322
47.32239362,-130.7056089
47.32217673,-130.7051032
47.32174302,-130.7040915
47.32152639,-130.7035858
47.31979241,-130.6995357
47.31957601,-130.69903
47.31914317,-130.6980177
47.31892691,-130.6975117
47.3180618,-130.6954859
47.31784583,-130.6949799
47.31741396,-130.6939674
47.31719842,-130.6934617
47.31289954,-130.6833712
47.31241913,-130.6822421
47.31145875,-130.6799817
47.31097919,-130.6788513
47.30906185,-130.6743255
47.30858327,-130.6731943
47.30762685,-130.6709303
47.30714941,-130.6697984
47.30333,-130.6607319
47.30285347,-130.6595992
47.30190092,-130.6573317
47.30142528,-130.6561979
47.29952367,-130.6516582
47.29904897,-130.6505234
47.29810034,-130.6482522
47.29762671,-130.6471166
47.29510276,-130.6410566
47.2946802,-130.6400408
47.29383556,-130.6380077
47.29341376,-130.636991
47.29172736,-130.6329212
47.29130638,-130.6319039
47.29046501,-130.6298682
47.29004496,-130.6288505
47.28668456,-130.6206993
47.28626531,-130.6196811
47.28542717,-130.617643
47.28500862,-130.6166238
47.28333513,-130.6125437
47.28291743,-130.611524
47.28208263,-130.6094834
47.28166598,-130.6084636
47.27667252,-130.5962275
47.27620756,-130.5950867
47.275278,-130.5928026
47.27481385,-130.5916604
47.27295809,-130.5870871
47.2724949,-130.585944
47.27156929,-130.5836562
47.27110725,-130.5825126
47.26741107,-130.5733512
47.26694993,-130.5722066
47.26602816,-130.5699154
47.26556791,-130.5687697
47.26372793,-130.5641827
47.26326862,-130.563036
47.26235077,-130.5607411
47.26189247,-130.5595935
47.26026362,-130.5555089
47.25985423,-130.5544809
47.25903604,-130.5524237
47.25862747,-130.5513951
47.25699413,-130.5472775
47.25423085,-130.540246
47.25038108,-130.5303592
47.24982228,-130.5289518
47.2481246,-130.5246518
47.24352491,-130.5127484
47.24324983,-130.5120519
47.2425434,-130.5102613
47.24113092,-130.506677
47.24042534,-130.5048844
47.2385706,-130.5001667
47.23798751,-130.4986822
47.23771526,-130.4979881
47.2362591,-130.4942738
47.23600906,-130.4936267
47.23517412,-130.491439
47.23153061,-130.4818746
47.23100035,-130.4804814
47.22993999,-130.477693
47.22893688,-130.4750468
47.22821233,-130.4730867
47.22584333,-130.4666491
47.22465317,-130.4634322
47.22274588,-130.4588185
47.22248936,-130.4581346
47.22197646,-130.4567659
47.22172024,-130.4560816
47.22094662,-130.4540134
47.22075226,-130.4534935
47.22036363,-130.4524531
47.22016952,-130.4519331
47.21865826,-130.4478822
47.21846368,-130.4473603
47.21807453,-130.4463157
47.21788141,-130.445797
47.21709006,-130.4436703
47.2153046,-130.4390145
47.21501683,-130.4382635
47.21440642,-130.4366688
47.21237713,-130.4313293
47.2089444,-130.4222327
47.20723603,-130.4176782
47.20660701,-130.4159908
47.20618812,-130.414866
47.20500084,-130.4116751
47.20415509,-130.409395
47.20246741,-130.4048313
47.20162579,-130.4025486
47.19826607,-130.3934089
47.1974285,-130.3911237
47.19575691,-130.386549
47.19492349,-130.3842611
47.18936351,-130.3689545
47.18867048,-130.3670421
47.18728647,-130.3632132
47.18659604,-130.3612982
47.18383832,-130.3536301
47.18315066,-130.3517133
47.18177779,-130.3478764
47.1810932,-130.3459582
47.17436136,-130.3270524
47.17352262,-130.32469
47.1718485,-130.3199596
47.17101379,-130.3175934
47.16768145,-130.3081179
47.16685088,-130.3057488
47.16519356,-130.3010062
47.16436748,-130.2986347
47.15866012,-130.2822014
47.15376736,-130.2753481
47.15245549,-130.2735059
47.1498344,-130.2698155
47.14852622,-130.2679688
47.13806378,-130.2531642
47.13675877,-130.2513131
47.13415069,-130.247604
47.13284868,-130.2457476
47.12764444,-130.2383081
47.12634573,-130.2364469
47.12375098,-130.2327185
47.122456,-130.2308529
47.11209927,-130.2158966
47.11080747,-130.2140267
47.10822587,-130.2102798
47.10693712,-130.2084045
47.10178601,-130.2008897
47.10050059,-130.1990096
47.09793246,-130.1952437
47.09665079,-130.1933593
47.08640085,-130.1782533
47.08512241,-130.1763646
47.08256756,-130.1725804
47.0812922,-130.1706865
47.07619474,-130.1630972
47.07492274,-130.1611986
47.0723815,-130.1573955
47.07111329,-130.1554927
47.06097121,-130.1402385
47.05970625,-130.1383314
47.05717842,-130.1345103
47.05591658,-130.1325979
47.0508733,-130.1249351
47.04961486,-130.1230181
47.04710077,-130.1191784
47.04584614,-130.1172572
47.04422766,-130.1147729
47.04099344,-130.1099604
47.01577931,-130.0716707
46.99083869,-130.0330178
46.96617416,-129.9940061
46.94178825,-129.95464
46.9176835,-129.9149241
46.8938624,-129.874863
46.87032739,-129.8344611
46.84708089,-129.793723
46.82412531,-129.7526534
46.801463,-129.7112567
46.75436026,-129.62236
46.73000229,-129.574789
46.7060255,-129.5268313
46.68243297,-129.4784936
46.65922773,-129.4297824
46.63641277,-129.3807044
46.61399099,-129.3312663
46.59196528,-129.2814748
46.57141455,-129.2348267
